route_id,departure_airport,arrival_airport,departure_country,arrival_country,departure_region,arrival_region,is_international,distance_km,avg_flight_time_h,annual_flights_2023,annual_passengers_2023,load_factor_pct,avg_aircraft_age_years,risk_index,incidents_per_mn_flights,route_type
RT01435,HECA,UUDD,Egypt,Russia,Africa,Europe,1,1998,2.4,872,140578,87.3,8.7,0.361,0.1075,Short-haul
RT01436,VVNB,KORD,Vietnam,USA,AsiaPacific,NorthAmerica,1,380,0.4,1061,109599,62.2,7.0,0.282,0.0727,Short-haul
RT01437,SAEZ,VABB,Argentina,India,LatinAmerica,AsiaPacific,1,2665,3.1,1271,175851,81.9,10.2,1.001,0.1174,Medium-haul
RT01438,SKMR,OTHH,Colombia,Qatar,LatinAmerica,MiddleEast,1,888,1.0,488,76837,79.5,9.6,0.292,0.2393,Short-haul
RT01439,GMAD,SABE,Morocco,Argentina,Africa,LatinAmerica,1,502,0.6,7246,1061902,68.4,8.2,0.1,0.1001,Short-haul
RT01440,VVDN,SBGL,Vietnam,Brazil,AsiaPacific,LatinAmerica,1,932,1.1,12285,1514103,82.4,14.4,0.663,0.1939,Short-haul
RT01441,ZHHH,GMMN,China,Morocco,AsiaPacific,Africa,1,1108,1.3,1387,152163,87.1,14.2,0.214,0.3086,Short-haul
RT01442,CYVR,HTDA,Canada,Tanzania,NorthAmerica,Africa,1,564,0.7,1948,271235,82.4,4.0,0.27,0.1575,Short-haul
RT01443,HAHM,RKSS,Ethiopia,SouthKorea,Africa,AsiaPacific,1,456,0.5,2971,540798,75.8,7.6,0.126,0.1249,Short-haul
RT01444,UUEE,HELX,Russia,Egypt,Europe,Africa,1,2623,3.1,177,22611,87.5,5.9,0.144,0.2914,Medium-haul
RT01445,RPVM,KDFW,Philippines,USA,AsiaPacific,NorthAmerica,1,618,0.7,318,49125,85.2,5.4,0.669,0.2337,Short-haul
RT01446,HKJK,YMML,Kenya,Australia,Africa,AsiaPacific,1,761,0.9,3341,521717,78.4,11.9,0.1,0.1343,Short-haul
RT01447,SAEZ,EGPH,Argentina,UK,LatinAmerica,Europe,1,1859,2.2,522,58270,86.7,13.7,0.376,0.1076,Short-haul
RT01448,MMUN,OIII,Mexico,Iran,NorthAmerica,MiddleEast,1,514,0.6,2723,349875,71.5,4.6,0.222,0.1098,Short-haul
RT01449,VTUQ,OPKC,Thailand,Pakistan,AsiaPacific,SouthAsia,1,4880,5.7,3057,529100,68.6,11.2,0.277,0.1275,Medium-haul
RT01450,MMMX,OIII,Mexico,Iran,NorthAmerica,MiddleEast,1,540,0.6,181,29189,82.4,10.4,1.097,0.0938,Short-haul
RT01451,UUDD,KDEN,Russia,USA,Europe,NorthAmerica,1,2807,3.3,4983,914677,93.1,5.0,0.183,0.074,Medium-haul
RT01452,SAME,SBGL,Argentina,Brazil,LatinAmerica,LatinAmerica,1,2814,3.3,516,85895,84.4,10.3,0.33,0.6756,Medium-haul
RT01453,VIDP,LTAI,India,Turkey,AsiaPacific,Europe,1,1577,1.9,522,67843,79.1,11.0,0.144,0.1127,Short-haul
RT01454,GMMN,SKCL,Morocco,Colombia,Africa,LatinAmerica,1,964,1.1,1183,233228,73.4,15.8,0.637,0.0401,Short-haul
RT01455,YPPH,HAAB,Australia,Ethiopia,AsiaPacific,Africa,1,4086,4.8,2482,446860,67.2,10.2,0.227,0.1408,Medium-haul
RT01456,OIIE,EGGD,Iran,UK,MiddleEast,Europe,1,1202,1.4,4862,458921,75.0,10.0,0.718,0.1961,Short-haul
RT01457,UNNT,OMAA,Russia,UAE,Europe,MiddleEast,1,923,1.1,4143,553914,98.0,18.6,0.4,0.1496,Short-haul
RT01458,YBBN,OIIE,Australia,Iran,AsiaPacific,MiddleEast,1,703,0.8,3685,473237,96.2,3.9,0.428,0.0921,Short-haul
RT01459,OERK,RKPK,Saudi Arabia,SouthKorea,MiddleEast,AsiaPacific,1,2756,3.2,2178,330651,88.5,15.7,0.516,0.4635,Medium-haul
RT01460,GMME,YPPH,Morocco,Australia,Africa,AsiaPacific,1,1513,1.8,4203,557552,85.3,4.6,0.218,0.1611,Short-haul
RT01461,HELX,FNLU,Egypt,Angola,Africa,Africa,1,296,0.3,609,66165,88.1,11.9,0.387,0.0205,Short-haul
RT01462,KORD,HTDA,USA,Tanzania,NorthAmerica,Africa,1,646,0.8,1258,162349,94.7,9.6,1.09,0.0972,Short-haul
RT01463,HTDA,RPVM,Tanzania,Philippines,Africa,AsiaPacific,1,969,1.1,16705,2598813,85.1,13.7,0.681,0.0892,Short-haul
RT01464,HAHM,KDFW,Ethiopia,USA,Africa,NorthAmerica,1,2028,2.4,3839,452066,63.6,5.8,0.181,0.054,Medium-haul
RT01465,HKMO,HKJK,Kenya,Kenya,Africa,Africa,0,944,1.1,1441,191606,80.6,13.0,0.601,0.0912,Short-haul
RT01466,LTFM,CYYZ,Turkey,Canada,Europe,NorthAmerica,1,870,1.0,16412,2940738,93.7,9.7,0.251,0.0661,Short-haul
RT01467,MMUN,WMKP,Mexico,Malaysia,NorthAmerica,AsiaPacific,1,293,0.3,1700,289326,83.1,8.8,0.439,0.129,Short-haul
RT01468,DNAS,SABE,Nigeria,Argentina,Africa,LatinAmerica,1,263,0.3,9832,1461039,90.0,11.7,0.197,0.2798,Short-haul
RT01469,YBBN,RPVM,Australia,Philippines,AsiaPacific,AsiaPacific,1,302,0.4,3120,495594,83.0,3.6,0.1,0.1363,Short-haul
RT01470,FNHU,GMME,Angola,Morocco,Africa,Africa,1,736,0.9,10666,1955652,68.0,1.9,0.205,0.1434,Short-haul
RT01471,FACT,VVNB,SouthAfrica,Vietnam,Africa,AsiaPacific,1,1322,1.6,994,135985,79.1,11.5,0.536,0.2129,Short-haul
RT01472,YSSY,MMGL,Australia,Mexico,AsiaPacific,NorthAmerica,1,811,1.0,224,36567,89.1,10.1,0.494,0.2396,Short-haul
RT01473,HKJK,HAAB,Kenya,Ethiopia,Africa,Africa,1,831,1.0,3972,652562,67.0,18.8,0.261,0.1319,Short-haul
RT01474,KSFO,VVNB,USA,Vietnam,NorthAmerica,AsiaPacific,1,968,1.1,7189,1322651,75.4,8.6,1.87,0.0581,Short-haul
RT01475,KORD,KLAX,USA,USA,NorthAmerica,NorthAmerica,0,366,0.4,6142,935542,85.6,6.4,0.269,0.3656,Short-haul
RT01476,SAEZ,VVNB,Argentina,Vietnam,LatinAmerica,AsiaPacific,1,742,0.9,5432,636892,87.0,7.6,0.272,0.0682,Short-haul
RT01477,HECA,URSS,Egypt,Russia,Africa,Europe,1,436,0.5,697,111897,93.0,13.6,0.377,0.1261,Short-haul
RT01478,WIII,SCEL,Indonesia,Chile,AsiaPacific,LatinAmerica,1,1005,1.2,15362,3123500,90.7,11.4,0.1,0.0949,Short-haul
RT01479,EGCC,WMKP,UK,Malaysia,Europe,AsiaPacific,1,380,0.4,2266,301123,74.0,18.2,0.266,0.1496,Short-haul
RT01480,LFLL,EDDH,France,Germany,Europe,Europe,1,1831,2.2,974,121831,86.3,8.1,0.142,0.221,Short-haul
RT01481,LFPG,OTBD,France,Qatar,Europe,MiddleEast,1,1660,2.0,2132,345530,79.5,6.7,0.178,0.2406,Short-haul
RT01482,RJAA,KORD,Japan,USA,AsiaPacific,NorthAmerica,1,224,0.3,3024,415413,98.0,16.0,0.406,0.1659,Short-haul
RT01483,RJBB,WIMM,Japan,Indonesia,AsiaPacific,AsiaPacific,1,1114,1.3,498,61107,82.6,11.1,0.237,0.1054,Short-haul
RT01484,LTFM,EDDH,Turkey,Germany,Europe,Europe,1,5877,6.9,5899,1049553,90.0,18.1,0.246,0.3583,Medium-haul
RT01485,OTBD,MMUN,Qatar,Mexico,MiddleEast,NorthAmerica,1,461,0.5,2443,144576,86.4,11.6,0.1,0.0985,Short-haul
RT01486,UUDD,UNNT,Russia,Russia,Europe,Europe,0,421,0.5,2050,306859,90.2,15.9,0.1,0.2645,Short-haul
RT01487,RJTT,SBGR,Japan,Brazil,AsiaPacific,LatinAmerica,1,349,0.4,455,71699,68.7,8.4,0.284,0.2605,Short-haul
RT01488,SKMR,RJTT,Colombia,Japan,LatinAmerica,AsiaPacific,1,468,0.6,1199,198598,77.2,10.7,0.31,0.1004,Short-haul
RT01489,SCVD,VVNB,Chile,Vietnam,LatinAmerica,AsiaPacific,1,491,0.6,2823,430785,86.5,7.8,0.406,0.0286,Short-haul
RT01490,KORD,VVNB,USA,Vietnam,NorthAmerica,AsiaPacific,1,3761,4.4,843,110771,98.0,5.7,0.192,0.2231,Medium-haul
RT01491,SCEL,EDDH,Chile,Germany,LatinAmerica,Europe,1,2885,3.4,2537,268779,79.9,5.3,0.386,0.2038,Medium-haul
RT01492,EDDF,SAME,Germany,Argentina,Europe,LatinAmerica,1,1971,2.3,6292,1190540,77.3,11.5,0.142,0.157,Short-haul
RT01493,OPKC,WIMM,Pakistan,Indonesia,SouthAsia,AsiaPacific,1,1119,1.3,4232,476965,74.8,10.0,0.107,0.0819,Short-haul
RT01494,SBCF,HAAB,Brazil,Ethiopia,LatinAmerica,Africa,1,878,1.0,1221,163841,80.9,12.3,0.357,0.0337,Short-haul
RT01495,CYVR,WARR,Canada,Indonesia,NorthAmerica,AsiaPacific,1,381,0.4,833,118041,83.2,2.7,0.173,0.1721,Short-haul
RT01496,CYYZ,SBGL,Canada,Brazil,NorthAmerica,LatinAmerica,1,200,0.2,21577,3656680,94.1,10.0,0.569,0.5092,Short-haul
RT01497,FNLU,SKMR,Angola,Colombia,Africa,LatinAmerica,1,420,0.5,761,147202,80.3,7.3,0.39,0.1048,Short-haul
RT01498,LTFM,EDDB,Turkey,Germany,Europe,Europe,1,694,0.8,1356,186655,89.2,7.7,0.331,0.1407,Short-haul
RT01499,WSSS,HAHM,Singapore,Ethiopia,SoutheastAsia,Africa,1,1068,1.3,3426,423127,70.9,13.0,0.1,0.5089,Short-haul
RT01500,HAAB,YMML,Ethiopia,Australia,Africa,AsiaPacific,1,760,0.9,1688,216290,92.0,10.2,0.104,0.3264,Short-haul
RT01501,OEDM,HTKA,Saudi Arabia,Tanzania,MiddleEast,Africa,1,1087,1.3,9981,432906,87.8,5.3,0.3,0.0953,Short-haul
RT01502,KJFK,WARR,USA,Indonesia,NorthAmerica,AsiaPacific,1,1842,2.2,5048,743440,89.5,14.1,0.1,0.0348,Short-haul
RT01503,VVTS,VNPK,Vietnam,Nepal,AsiaPacific,SouthAsia,1,1280,1.5,1688,268634,93.7,22.2,0.355,0.4698,Short-haul
RT01504,LTFM,ZBAA,Turkey,China,Europe,AsiaPacific,1,750,0.9,2580,464512,86.4,8.4,0.314,0.109,Short-haul
RT01505,LTFM,FALE,Turkey,SouthAfrica,Europe,Africa,1,2260,2.7,4221,716758,85.5,8.7,0.124,0.2116,Medium-haul
RT01506,UUEE,OERK,Russia,Saudi Arabia,Europe,MiddleEast,1,848,1.0,540,83138,94.5,1.3,0.266,0.2703,Short-haul
RT01507,SKCL,OPKC,Colombia,Pakistan,LatinAmerica,SouthAsia,1,472,0.6,4041,591945,66.7,12.7,0.439,0.0933,Short-haul
RT01508,OTHH,LTAI,Qatar,Turkey,MiddleEast,Europe,1,636,0.7,2957,281284,97.8,5.0,1.717,0.0853,Short-haul
RT01509,HTKJ,VOMM,Tanzania,India,Africa,AsiaPacific,1,1066,1.3,2069,234760,78.5,11.4,0.239,0.1034,Short-haul
RT01510,EDDF,ZHHH,Germany,China,Europe,AsiaPacific,1,1250,1.5,618,34898,89.2,8.0,0.1,0.1104,Short-haul
RT01511,SBCF,RPMD,Brazil,Philippines,LatinAmerica,AsiaPacific,1,4877,5.7,1959,480481,85.9,7.8,0.1,0.6667,Medium-haul
RT01512,ZBAA,FNBG,China,Angola,AsiaPacific,Africa,1,2621,3.1,752,93925,95.9,16.5,0.451,0.092,Medium-haul
RT01513,HKMO,DNMM,Kenya,Nigeria,Africa,Africa,1,2951,3.5,942,148517,77.2,12.1,0.1,0.0837,Medium-haul
RT01514,VTUQ,SKMR,Thailand,Colombia,AsiaPacific,LatinAmerica,1,4162,4.9,1028,180523,81.6,18.0,0.1,0.2313,Medium-haul
RT01515,EDDM,LFMN,Germany,France,Europe,Europe,1,506,0.6,5017,843969,77.7,7.1,0.101,0.1008,Short-haul
RT01516,OIII,RKSS,Iran,SouthKorea,MiddleEast,AsiaPacific,1,1580,1.9,831,89252,94.3,11.1,0.1,0.2158,Short-haul
RT01517,EDDM,HTKJ,Germany,Tanzania,Europe,Africa,1,359,0.4,17859,2331705,82.8,7.4,0.133,0.5754,Short-haul
RT01518,VOBL,MMGL,India,Mexico,AsiaPacific,NorthAmerica,1,1251,1.5,191,26744,75.8,5.4,0.109,0.1841,Short-haul
RT01519,SAME,CYMX,Argentina,Canada,LatinAmerica,NorthAmerica,1,420,0.5,1629,268068,92.7,5.4,0.625,0.084,Short-haul
RT01520,EGPH,SAME,UK,Argentina,Europe,LatinAmerica,1,1518,1.8,2379,151379,86.9,5.4,0.4,0.2969,Short-haul
RT01521,OMSJ,FAOR,UAE,SouthAfrica,MiddleEast,Africa,1,590,0.7,5742,769099,90.3,6.5,0.247,0.2558,Short-haul
RT01522,ZBAA,SABE,China,Argentina,AsiaPacific,LatinAmerica,1,945,1.1,4847,781719,89.5,3.5,0.122,0.0204,Short-haul
RT01523,RPLL,KLAX,Philippines,USA,AsiaPacific,NorthAmerica,1,798,0.9,701,86439,86.3,9.2,1.205,0.1933,Short-haul
RT01524,SBGR,OMDB,Brazil,UAE,LatinAmerica,MiddleEast,1,1401,1.6,1776,233563,81.2,6.6,0.1,0.0976,Short-haul
RT01525,YSSY,RJBB,Australia,Japan,AsiaPacific,AsiaPacific,1,752,0.9,472,57360,74.0,14.5,0.319,0.2921,Short-haul
RT01526,CYMX,EGCC,Canada,UK,NorthAmerica,Europe,1,1138,1.3,1593,128005,90.8,5.3,0.397,0.1207,Short-haul
RT01527,HECA,GMME,Egypt,Morocco,Africa,Africa,1,2181,2.6,1482,126719,67.4,10.7,1.464,0.2713,Medium-haul
RT01528,DNAS,CYVR,Nigeria,Canada,Africa,NorthAmerica,1,819,1.0,1066,130646,80.5,8.3,0.172,0.293,Short-haul
RT01529,OIIE,EGKK,Iran,UK,MiddleEast,Europe,1,1398,1.6,1005,141933,91.2,10.2,0.267,0.3291,Short-haul
RT01530,HELX,UNNT,Egypt,Russia,Africa,Europe,1,1758,2.1,3035,382212,70.0,13.9,0.247,0.0813,Short-haul
RT01531,CYYZ,DNAS,Canada,Nigeria,NorthAmerica,Africa,1,776,0.9,1625,251889,74.1,1.0,0.118,0.103,Short-haul
RT01532,CYMX,EDDB,Canada,Germany,NorthAmerica,Europe,1,1046,1.2,2097,359026,79.2,11.7,0.173,0.1142,Short-haul
RT01533,RPMD,HKMO,Philippines,Kenya,AsiaPacific,Africa,1,561,0.7,858,98706,86.7,9.0,0.134,0.1606,Short-haul
RT01534,HKJK,SCAR,Kenya,Chile,Africa,LatinAmerica,1,948,1.1,6839,1339233,71.1,9.8,0.685,0.2825,Short-haul
RT01535,OIIE,FNLU,Iran,Angola,MiddleEast,Africa,1,586,0.7,675,88396,90.5,12.2,0.1,0.1453,Short-haul
RT01536,EDDH,WSAP,Germany,Singapore,Europe,SoutheastAsia,1,433,0.5,3268,514996,95.2,8.6,0.1,0.2781,Short-haul
RT01537,OPIS,EGKK,Pakistan,UK,SouthAsia,Europe,1,1564,1.8,1841,304832,85.4,9.9,0.244,0.1236,Short-haul
RT01538,KJFK,VTUQ,USA,Thailand,NorthAmerica,AsiaPacific,1,776,0.9,991,136709,94.6,10.2,0.268,0.0438,Short-haul
RT01539,LFLL,WMKP,France,Malaysia,Europe,AsiaPacific,1,765,0.9,939,159738,98.0,1.1,0.173,0.0288,Short-haul
RT01540,ZBAA,OERK,China,Saudi Arabia,AsiaPacific,MiddleEast,1,282,0.3,630,107840,83.5,12.4,0.649,0.1361,Short-haul
RT01541,LFPG,LFLL,France,France,Europe,Europe,0,1775,2.1,11590,1871464,83.3,10.0,1.389,0.103,Short-haul
RT01542,SAEZ,VECC,Argentina,India,LatinAmerica,AsiaPacific,1,1857,2.2,546,92040,77.6,7.1,0.237,0.133,Short-haul
RT01543,SAEZ,SKCL,Argentina,Colombia,LatinAmerica,LatinAmerica,1,1957,2.3,513,67771,98.0,5.0,0.137,0.077,Short-haul
RT01544,SBCF,WMKK,Brazil,Malaysia,LatinAmerica,AsiaPacific,1,409,0.5,5540,773051,78.5,12.6,0.257,0.5344,Short-haul
RT01545,SKBO,FNHU,Colombia,Angola,LatinAmerica,Africa,1,2592,3.0,1467,162417,77.2,11.3,0.276,0.0473,Medium-haul
RT01546,EGKK,MMUN,UK,Mexico,Europe,NorthAmerica,1,419,0.5,1305,190437,86.2,10.1,0.228,0.0984,Short-haul
RT01547,FNBG,LFPG,Angola,France,Africa,Europe,1,1423,1.7,7615,884526,73.4,8.8,0.247,0.0697,Short-haul
RT01548,RPVM,GMME,Philippines,Morocco,AsiaPacific,Africa,1,405,0.5,1943,224672,89.5,6.9,0.191,0.0908,Short-haul
RT01549,GMMN,RJBB,Morocco,Japan,Africa,AsiaPacific,1,1285,1.5,932,149729,83.6,11.0,0.457,0.1438,Short-haul
RT01550,MMUN,SCVD,Mexico,Chile,NorthAmerica,LatinAmerica,1,2983,3.5,845,133567,79.1,13.5,0.725,0.1617,Medium-haul
RT01551,URSS,YMML,Russia,Australia,Europe,AsiaPacific,1,1170,1.4,309,35119,90.3,8.9,0.15,0.1131,Short-haul
RT01552,LFMN,GMAD,France,Morocco,Europe,Africa,1,775,0.9,975,127084,72.6,15.3,0.135,0.0655,Short-haul
RT01553,SBGR,RJAA,Brazil,Japan,LatinAmerica,AsiaPacific,1,4115,4.8,368,62220,93.3,9.9,0.598,0.0688,Medium-haul
RT01554,OTBD,SABE,Qatar,Argentina,MiddleEast,LatinAmerica,1,591,0.7,1530,304105,87.1,16.6,0.113,0.1056,Short-haul
RT01555,HTKA,WMKB,Tanzania,Malaysia,Africa,AsiaPacific,1,2006,2.4,177,23793,87.0,13.4,0.622,0.1386,Medium-haul
RT01556,WIMM,MMGL,Indonesia,Mexico,AsiaPacific,NorthAmerica,1,808,1.0,2686,339912,88.3,15.8,1.503,0.3558,Short-haul
RT01557,VNPK,HKMO,Nepal,Kenya,SouthAsia,Africa,1,2031,2.4,643,74556,65.3,12.9,0.1,0.0811,Medium-haul
RT01558,RJBB,SKCL,Japan,Colombia,AsiaPacific,LatinAmerica,1,505,0.6,229,40713,86.5,9.1,0.647,0.0776,Short-haul
RT01559,OEJN,EDDF,Saudi Arabia,Germany,MiddleEast,Europe,1,2355,2.8,12321,1444150,86.7,8.1,0.197,0.2224,Medium-haul
RT01560,SKCL,DNKN,Colombia,Nigeria,LatinAmerica,Africa,1,458,0.5,4091,639702,94.9,8.7,0.41,0.1057,Short-haul
RT01561,FNBG,HTDA,Angola,Tanzania,Africa,Africa,1,819,1.0,1712,363278,84.6,9.3,0.1,0.1571,Short-haul
RT01562,YBBN,OICC,Australia,Iran,AsiaPacific,MiddleEast,1,283,0.3,3451,411891,72.9,5.8,0.312,0.3313,Short-haul
RT01563,FACT,RPLL,SouthAfrica,Philippines,Africa,AsiaPacific,1,200,0.2,2542,402010,78.3,5.3,0.419,0.1302,Short-haul
RT01564,EGLL,SBCF,UK,Brazil,Europe,LatinAmerica,1,1436,1.7,255,45772,80.8,1.0,0.1,0.0725,Short-haul
RT01565,LTAI,HELX,Turkey,Egypt,Europe,Africa,1,881,1.0,3116,478319,85.0,9.3,0.227,0.1482,Short-haul
RT01566,FAOR,YSSY,SouthAfrica,Australia,Africa,AsiaPacific,1,604,0.7,1254,236885,88.0,8.0,0.19,0.0729,Short-haul
RT01567,EGLL,MMUN,UK,Mexico,Europe,NorthAmerica,1,993,1.2,3932,571452,70.2,9.9,0.137,0.043,Short-haul
RT01568,KDEN,VTUQ,USA,Thailand,NorthAmerica,AsiaPacific,1,3213,3.8,1813,294584,81.2,17.3,0.1,0.0942,Medium-haul
RT01569,RPMD,CYYC,Philippines,Canada,AsiaPacific,NorthAmerica,1,1360,1.6,657,83781,76.4,7.7,0.654,0.062,Short-haul
RT01570,WSSS,DNKN,Singapore,Nigeria,SoutheastAsia,Africa,1,1132,1.3,1556,236223,81.8,17.7,0.257,0.0759,Short-haul
RT01571,EGCC,LFMN,UK,France,Europe,Europe,1,298,0.4,3418,380428,72.4,12.4,0.362,0.0529,Short-haul
RT01572,VOMM,URSS,India,Russia,AsiaPacific,Europe,1,1311,1.5,1044,133321,80.8,5.0,0.307,0.0529,Short-haul
RT01573,SCVD,KMIA,Chile,USA,LatinAmerica,NorthAmerica,1,785,0.9,9449,1237302,82.0,7.9,1.592,0.0465,Short-haul
RT01574,HTDA,KLAX,Tanzania,USA,Africa,NorthAmerica,1,789,0.9,2219,232929,86.9,9.8,1.165,0.0363,Short-haul
RT01575,KSFO,RPVM,USA,Philippines,NorthAmerica,AsiaPacific,1,697,0.8,12145,2220797,72.6,9.8,0.289,0.0871,Short-haul
RT01576,WARR,FAOR,Indonesia,SouthAfrica,AsiaPacific,Africa,1,3782,4.4,2688,431572,84.5,1.7,0.129,0.1319,Medium-haul
RT01577,EGGD,UNNT,UK,Russia,Europe,Europe,1,3379,4.0,5527,821207,67.7,5.6,0.856,0.082,Medium-haul
RT01578,WIMM,LTAI,Indonesia,Turkey,AsiaPacific,Europe,1,203,0.2,4091,606992,93.0,8.0,0.1,0.0767,Short-haul
RT01579,ZGGG,OMSJ,China,UAE,AsiaPacific,MiddleEast,1,748,0.9,1997,315805,80.5,9.0,1.053,0.1164,Short-haul
RT01580,FNLU,RKSI,Angola,SouthKorea,Africa,AsiaPacific,1,2747,3.2,949,157635,83.8,2.8,0.618,0.0376,Medium-haul
RT01581,VOMM,ZBAA,India,China,AsiaPacific,AsiaPacific,1,682,0.8,819,111565,83.0,13.2,1.124,0.2062,Short-haul
RT01582,LFPG,LTFM,France,Turkey,Europe,Europe,1,2140,2.5,1633,183524,74.9,11.1,0.191,0.1631,Medium-haul
RT01583,ZHHH,EGKK,China,UK,AsiaPacific,Europe,1,949,1.1,458,43437,74.1,7.6,0.1,0.121,Short-haul
RT01584,OPIS,LTBA,Pakistan,Turkey,SouthAsia,Europe,1,585,0.7,723,92724,80.7,14.0,0.845,0.1538,Short-haul
RT01585,SCAR,VTUQ,Chile,Thailand,LatinAmerica,AsiaPacific,1,362,0.4,3204,492627,86.9,1.0,0.13,0.2638,Short-haul
RT01586,RJTT,SKBO,Japan,Colombia,AsiaPacific,LatinAmerica,1,406,0.5,743,88171,64.5,8.6,0.1,0.2855,Short-haul
RT01587,FNHU,YPPH,Angola,Australia,Africa,AsiaPacific,1,729,0.9,595,86172,88.7,6.9,0.144,0.065,Short-haul
RT01588,RKPK,OIII,SouthKorea,Iran,AsiaPacific,MiddleEast,1,1066,1.3,1330,213075,80.5,12.9,0.13,0.102,Short-haul
RT01589,OERK,OMSJ,Saudi Arabia,UAE,MiddleEast,MiddleEast,1,935,1.1,631,88790,76.6,8.0,0.405,0.3505,Short-haul
RT01590,ZGGG,HAHM,China,Ethiopia,AsiaPacific,Africa,1,2341,2.8,3236,378838,87.6,16.1,0.189,0.3244,Medium-haul
RT01591,CYMX,EGKK,Canada,UK,NorthAmerica,Europe,1,2645,3.1,1364,178522,85.8,3.2,0.2,0.0457,Medium-haul
RT01592,VABB,SKCL,India,Colombia,AsiaPacific,LatinAmerica,1,757,0.9,354,40843,85.6,11.4,0.21,0.1082,Short-haul
RT01593,SBGR,CYMX,Brazil,Canada,LatinAmerica,NorthAmerica,1,1087,1.3,700,98344,81.3,12.6,0.908,0.0731,Short-haul
RT01594,SAME,WMKB,Argentina,Malaysia,LatinAmerica,AsiaPacific,1,2128,2.5,915,134785,78.5,7.3,0.513,0.1541,Medium-haul
RT01595,RPVM,OIIE,Philippines,Iran,AsiaPacific,MiddleEast,1,200,0.2,1914,312535,73.7,4.7,0.214,0.0956,Short-haul
RT01596,CYVR,ZUUU,Canada,China,NorthAmerica,AsiaPacific,1,2278,2.7,2825,334708,82.1,11.2,0.1,0.1778,Medium-haul
RT01597,WSAP,EGLL,Singapore,UK,SoutheastAsia,Europe,1,1045,1.2,1601,249426,71.7,12.4,1.115,0.2498,Short-haul
RT01598,YPPH,FNBG,Australia,Angola,AsiaPacific,Africa,1,610,0.7,1366,194563,98.0,10.0,0.151,0.061,Short-haul
RT01599,WABB,RPVM,Indonesia,Philippines,AsiaPacific,AsiaPacific,1,337,0.4,1098,130056,79.2,9.6,0.167,0.0796,Short-haul
RT01600,ZSPD,KMIA,China,USA,AsiaPacific,NorthAmerica,1,281,0.3,1020,188992,77.6,17.7,0.823,0.0444,Short-haul
RT01601,WMKP,HELX,Malaysia,Egypt,AsiaPacific,Africa,1,978,1.2,3744,542127,90.2,10.9,0.383,0.1172,Short-haul
RT01602,SCVD,MMTJ,Chile,Mexico,LatinAmerica,NorthAmerica,1,842,1.0,1411,157689,86.8,12.2,0.1,0.0419,Short-haul
RT01603,RKSI,VOMM,SouthKorea,India,AsiaPacific,AsiaPacific,1,1825,2.1,907,136789,97.3,6.0,0.1,0.12,Short-haul
RT01604,OPLA,VIDP,Pakistan,India,SouthAsia,AsiaPacific,1,3239,3.8,10722,988692,68.8,6.4,0.323,0.1063,Medium-haul
RT01605,RJBB,URSS,Japan,Russia,AsiaPacific,Europe,1,200,0.2,960,102883,98.0,13.0,0.1,0.2596,Short-haul
RT01606,HAHM,WSSS,Ethiopia,Singapore,Africa,SoutheastAsia,1,1338,1.6,935,152072,69.7,8.3,0.252,0.0691,Short-haul
RT01607,ZGGG,YMML,China,Australia,AsiaPacific,AsiaPacific,1,3772,4.4,2924,413217,89.9,6.3,0.2,0.2161,Medium-haul
RT01608,OIIE,RJBB,Iran,Japan,MiddleEast,AsiaPacific,1,1793,2.1,17211,2296406,70.3,2.2,0.1,0.4075,Short-haul
RT01609,FNLU,SABE,Angola,Argentina,Africa,LatinAmerica,1,2648,3.1,910,144370,72.0,10.5,0.509,0.5472,Medium-haul
RT01610,VVDN,RPLL,Vietnam,Philippines,AsiaPacific,AsiaPacific,1,785,0.9,3443,512455,84.3,9.2,0.276,0.2705,Short-haul
RT01611,VVDN,VNKT,Vietnam,Nepal,AsiaPacific,SouthAsia,1,1288,1.5,981,166034,94.2,4.0,0.292,0.2032,Short-haul
RT01612,OMDB,DNKN,UAE,Nigeria,MiddleEast,Africa,1,472,0.6,3801,764878,91.7,14.8,0.185,0.1349,Short-haul
RT01613,SBGR,CYYZ,Brazil,Canada,LatinAmerica,NorthAmerica,1,213,0.3,1297,183958,89.1,13.9,0.139,0.0786,Short-haul
RT01614,FAOR,YMML,SouthAfrica,Australia,Africa,AsiaPacific,1,2373,2.8,1099,252917,91.8,9.1,0.127,0.2926,Medium-haul
RT01615,VECC,OEDM,India,Saudi Arabia,AsiaPacific,MiddleEast,1,1676,2.0,821,94677,72.4,13.1,0.188,0.0938,Short-haul
RT01616,VABB,WIMM,India,Indonesia,AsiaPacific,AsiaPacific,1,459,0.5,1401,268374,82.0,8.2,0.28,0.162,Short-haul
RT01617,SABE,VABB,Argentina,India,LatinAmerica,AsiaPacific,1,1448,1.7,4840,626004,71.7,10.6,0.55,0.1014,Short-haul
RT01618,RPVM,KLAX,Philippines,USA,AsiaPacific,NorthAmerica,1,1009,1.2,4554,704540,81.4,9.6,0.435,0.1756,Short-haul
RT01619,HTKJ,UNNT,Tanzania,Russia,Africa,Europe,1,2731,3.2,115,13745,94.6,19.7,0.748,0.1587,Medium-haul
RT01620,EDDM,MMTJ,Germany,Mexico,Europe,NorthAmerica,1,701,0.8,2536,345142,63.2,11.6,0.228,0.2105,Short-haul
